project_code,unit_no,block,sequence,display_no,floor_label,floor_level,unit_type,area_text,interior_m2,outdoor_m2,sale_status,buy_now_eur,next_price_eur,price_source,numbering_source,price_fallback_from,data_quality,source_notes
NLP-AVS,E-070,E,70,E-70,4,4,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-071,E,71,E-71,4,4,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-072,E,72,E-72,4,4,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-073,E,73,E-73,4,4,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-074,E,74,E-74,4,4,1+1,51 m2,51.0,,available,151400,166540|183194|201513,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-075,E,75,E-75,4,4,1+1,51 m2,51.0,,available,151400,166540|183194|201513,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-076,E,76,E-76,4,4,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-077,E,77,E-77,4,4,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-078,E,78,E-78,5,5,1+1,51 m2,51.0,,available,151200,166320|182952|201247,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-079,E,79,E-79,5,5,1+1,51 m2,51.0,,available,150400,165440|181984|200182,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-080,E,80,E-80,5,5,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-081,E,81,E-81,5,5,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-082,E,82,E-82,5,5,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-083,E,83,E-83,5,5,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-084,E,84,E-84,5,5,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-085,E,85,E-85,5,5,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-086,E,86,E-86,5,5,1+1,51 m2,51.0,,available,156000,171600|188760|207636,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-087,E,87,E-87,5,5,1+1,51 m2,51.0,,available,153400,168740|185614|204175,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-088,E,88,E-88,5,5,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-089,E,89,E-89,5,5,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-090,E,90,E-90,6,6,1+1,51 m2,51.0,,available,159000,174900|192390|211629,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-091,E,91,E-91,6,6,1+1,51 m2,51.0,,available,153500,168850|185735|204309,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-092,E,92,E-92,6,6,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-093,E,93,E-93,6,6,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-094,E,94,E-94,6,6,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-095,E,95,E-95,6,6,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-096,E,96,E-96,6,6,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-097,E,97,E-97,6,6,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-098,E,98,E-98,6,6,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-099,E,99,E-99,6,6,1+1,51 m2,51.0,,available,158300,174130|191543|210697,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-100,E,100,E-100,6,6,1+1,51 m2,51.0,,available,156200,171820|189002|207902,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-101,E,101,E-101,6,6,1+1,51 m2,51.0,,available,156200,171820|189002|207902,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-102,E,102,E-102,6,6,1+1,51 m2,51.0,,unknown,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-103,E,103,E-103,7,7,1+1,51 m2,51.0,,available,161400,177540|195294|214823,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-104,E,104,E-104,7,7,1+1,51 m2,51.0,,available,155800,171380|188518|207370,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-105,E,105,E-105,7,7,1+1,51 m2,51.0,,available,155100,170610|187671|206438,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-106,E,106,E-106,7,7,1+1,51 m2,51.0,,available,155100,170610|187671|206438,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-107,E,107,E-107,7,7,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-108,E,108,E-108,7,7,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-109,E,109,E-109,7,7,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-110,E,110,E-110,7,7,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-111,E,111,E-111,8,8,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-112,E,112,E-112,8,8,3+1 DT,130+26 m2,130.0,26.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-113,E,113,E-113,8,8,2+1 DT,87+9 m2,87.0,9.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-114,E,114,E-114,8,8,3+1 DT,130+26 m2,130.0,26.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-115,E,115,E-115,8,8,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-116,E,116,E-116,8,8,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-117,E,117,E-117,8,8,3+1 DT,130+26 m2,130.0,26.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-118,E,118,E-118,8,8,2+1 DT,87+9 m2,87.0,9.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-119,E,119,E-119,8,8,2+1 DT,87+9 m2,87.0,9.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-120,E,120,E-120,8,8,2+1 DT,87+16 m2,87.0,16.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-121,E,121,E-121,8,8,2+1 DT,91+13 m2,91.0,13.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-122,E,122,E-122,8,8,3+1 DT,130+26 m2,130.0,26.0,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,E-123,E,123,E-123,8,8,1+1,51 m2,51.0,,sold,,,6. PRICE LIST 💶\E BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-001,F,1,F-1,Open basement,-1,2+1 Garden,75+63 m2,75.0,63.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-002,F,2,F-2,Open basement,-1,2+1 Garden,77+96 m2,77.0,96.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-003,F,3,F-3,Open basement,-1,2+1 Garden,80+93 m2,80.0,93.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-004,F,4,F-4,Open basement,-1,2+1 Garden,80+47 m2,80.0,47.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-005,F,5,F-5,Open basement,-1,2+1 Garden,77+8 m2,77.0,8.0,available,228500,251350|276485|304134,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-006,F,6,F-6,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-007,F,7,F-7,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-008,F,8,F-8,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-009,F,9,F-9,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-010,F,10,F-10,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-011,F,11,F-11,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-012,F,12,F-12,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-013,F,13,F-13,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-014,F,14,F-14,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-015,F,15,F-15,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-016,F,16,F-16,Ground floor,0,1+1,50 m2,50.0,,unknown,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-017,F,17,F-17,Ground floor,0,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-018,F,18,F-18,Ground floor,0,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-019,F,19,F-19,Ground floor,0,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-020,F,20,F-20,Ground floor,0,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-021,F,21,F-21,Ground floor,0,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-022,F,22,F-22,1,1,1+1,50 m2,50.0,,available,137700,151470|166617|183279,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-023,F,23,F-23,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-024,F,24,F-24,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-025,F,25,F-25,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-026,F,26,F-26,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-027,F,27,F-27,1,1,1+1,50 m2,50.0,,available,137700,151470|166617|183279,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-028,F,28,F-28,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-029,F,29,F-29,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-030,F,30,F-30,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-031,F,31,F-31,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-032,F,32,F-32,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-033,F,33,F-33,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-034,F,34,F-34,2,2,1+1,50 m2,50.0,,available,143400,157740|173514|190865,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-035,F,35,F-35,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-036,F,36,F-36,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-037,F,37,F-37,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-038,F,38,F-38,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-039,F,39,F-39,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-040,F,40,F-40,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-041,F,41,F-41,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-042,F,42,F-42,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-043,F,43,F-43,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-044,F,44,F-44,3,3,1+1,50 m2,50.0,,available,144000,158400|174240|191664,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-045,F,45,F-45,3,3,1+1,50 m2,50.0,,available,147900,162690|178959|196855,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-046,F,46,F-46,3,3,1+1,50 m2,50.0,,available,141500,155650|171215|188337,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-047,F,47,F-47,3,3,1+1,50 m2,50.0,,available,136400,150040|165044|181548,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-048,F,48,F-48,3,3,1+1,50 m2,50.0,,available,138900,152790|168069|184876,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-049,F,49,F-49,3,3,1+1,50 m2,50.0,,available,144000,158400|174240|191664,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-050,F,50,F-50,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-051,F,51,F-51,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-052,F,52,F-52,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-053,F,53,F-53,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-054,F,54,F-54,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-055,F,55,F-55,4,4,1+1,50 m2,50.0,,available,147200,161920|178112|195923,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-056,F,56,F-56,4,4,1+1,50 m2,50.0,,available,151000,166100|182710|200981,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-057,F,57,F-57,4,4,1+1,50 m2,50.0,,available,144700,159170|175087|192596,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-058,F,58,F-58,4,4,1+1,50 m2,50.0,,available,139500,153450|168795|185675,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-059,F,59,F-59,4,4,1+1,50 m2,50.0,,available,142200,156420|172062|189268,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-060,F,60,F-60,4,4,1+1,50 m2,50.0,,available,147200,161920|178112|195923,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-061,F,61,F-61,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-062,F,62,F-62,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-063,F,63,F-63,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-064,F,64,F-64,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-065,F,65,F-65,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-066,F,66,F-66,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-067,F,67,F-67,5,5,1+1,50 m2,50.0,,available,152900,168190|185009|203510,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-068,F,68,F-68,5,5,1+1,50 m2,50.0,,available,146500,161150|177265|194992,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-069,F,69,F-69,5,5,1+1,50 m2,50.0,,available,141500,155650|171215|188337,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-070,F,70,F-70,5,5,1+1,50 m2,50.0,,available,144100,158510|174361|191797,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-071,F,71,F-71,5,5,1+1,50 m2,50.0,,available,149200,164120|180532|198585,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-072,F,72,F-72,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-073,F,73,F-73,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-074,F,74,F-74,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-075,F,75,F-75,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-076,F,76,F-76,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-077,F,77,F-77,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-078,F,78,F-78,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-079,F,79,F-79,6,6,1+1,50 m2,50.0,,available,148500,163350|179685|197654,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-080,F,80,F-80,6,6,1+1,50 m2,50.0,,available,143400,157740|173514|190865,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-081,F,81,F-81,6,6,1+1,50 m2,50.0,,available,146000,160600|176660|194326,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-082,F,82,F-82,6,6,1+1,50 m2,50.0,,available,150900,165990|182589|200848,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-083,F,83,F-83,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-084,F,84,F-84,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-085,F,85,F-85,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-086,F,86,F-86,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-087,F,87,F-87,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-088,F,88,F-88,7,7,1+1,50 m2,50.0,,available,152900,168190|185009|203510,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-089,F,89,F-89,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-090,F,90,F-90,7,7,1+1,50 m2,50.0,,available,150300,165330|181863|200049,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-091,F,91,F-91,7,7,1+1,50 m2,50.0,,available,145400,159940|175934|193527,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-092,F,92,F-92,7,7,1+1,50 m2,50.0,,available,147800,162580|178838|196722,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-093,F,93,F-93,7,7,1+1,50 m2,50.0,,available,152900,168190|185009|203510,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-094,F,94,F-94,8,8,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-095,F,95,F-95,8,8,3+1 DT,118+29 m2,118.0,29.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-096,F,96,F-96,8,8,2+1 DT,88+7 m2,88.0,7.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-097,F,97,F-97,8,8,3+1 DT,124+21 m2,124.0,21.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-098,F,98,F-98,8,8,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-099,F,99,F-99,8,8,2+1 DT,87+10 m2,87.0,10.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-100,F,100,F-100,8,8,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-101,F,101,F-101,8,8,3+1 DT,124+21 m2,124.0,21.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-102,F,102,F-102,8,8,2+1 DT,88+8 m2,88.0,8.0,available,253900,279290|307219|337941,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-103,F,103,F-103,8,8,3+1 DT,118+33 m2,118.0,33.0,sold,,,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,F-104,F,104,F-104,8,8,1+1,50 m2,50.0,,available,154900,170390|187429|206172,6. PRICE LIST 💶\F BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-001,G,1,G-1,Open basement,-1,2+1 Garden,75+65 m2,75.0,65.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-002,G,2,G-2,Open basement,-1,2+1 Garden,77+65 m2,77.0,65.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-003,G,3,G-3,Open basement,-1,2+1 Garden,80+85 m2,80.0,85.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-004,G,4,G-4,FLOOR,0,2+1 Garden,80+46 m2,80.0,46.0,available,279400,307340|338074|371881,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
