project_code,unit_no,block,sequence,display_no,floor_label,floor_level,unit_type,area_text,interior_m2,outdoor_m2,sale_status,buy_now_eur,next_price_eur,price_source,numbering_source,price_fallback_from,data_quality,source_notes
NLP-AVS,G-005,G,5,G-5,FLOOR,0,2+1 Garden,77+8 m2,77.0,8.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-006,G,6,G-6,Ground floor,0,1+1,50 m2,50.0,,available,11000,12100|13310|14641,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-007,G,7,G-7,Ground floor,0,1+1,50 m2,50.0,,available,10600,11660|12826|14109,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-008,G,8,G-8,Ground floor,0,1+1,50 m2,50.0,,available,10400,11440|12584|13842,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-009,G,9,G-9,Ground floor,0,1+1,50 m2,50.0,,available,10800,11880|13068|14375,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-010,G,10,G-10,Ground floor,0,1+1,50 m2,50.0,,available,11350,12485|13734|15107,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-011,G,11,G-11,Ground floor,0,1+1,50 m2,50.0,,available,12300,13530|14883|16371,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-012,G,12,G-12,Ground floor,0,1+1,50 m2,50.0,,available,11450,12595|13855|15240,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-013,G,13,G-13,Ground floor,0,1+1,50 m2,50.0,,available,10900,11990|13189|14508,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-014,G,14,G-14,Ground floor,0,1+1,50 m2,50.0,,available,10500,11550|12705|13976,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-015,G,15,G-15,Ground floor,0,1+1,50 m2,50.0,,available,10700,11770|12947|14242,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-016,G,16,G-16,Ground floor,0,1+1,50 m2,50.0,,available,11200,12320|13552|14907,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,Timeshare pricing
NLP-AVS,G-017,G,17,G-17,Ground floor,0,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-018,G,18,G-18,Ground floor,0,1+1,50 m2,50.0,,available,128800,141680|155848|171433,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-019,G,19,G-19,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-020,G,20,G-20,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-021,G,21,G-21,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-022,G,22,G-22,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-023,G,23,G-23,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-024,G,24,G-24,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-025,G,25,G-25,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-026,G,26,G-26,1,1,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-027,G,27,G-27,1,1,1+1,50 m2,50.0,,available,136400,150040|165044|181548,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-028,G,28,G-28,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-029,G,29,G-29,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-030,G,30,G-30,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-031,G,31,G-31,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-032,G,32,G-32,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-033,G,33,G-33,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-034,G,34,G-34,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-035,G,35,G-35,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-036,G,36,G-36,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-037,G,37,G-37,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-038,G,38,G-38,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-039,G,39,G-39,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-040,G,40,G-40,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-041,G,41,G-41,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-042,G,42,G-42,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-043,G,43,G-43,2,2,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-044,G,44,G-44,3,3,1+1,50 m2,50.0,,available,142800,157080|172788|190067,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-045,G,45,G-45,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-046,G,46,G-46,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-047,G,47,G-47,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-048,G,48,G-48,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-049,G,49,G-49,3,3,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-050,G,50,G-50,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-051,G,51,G-51,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-052,G,52,G-52,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-053,G,53,G-53,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-054,G,54,G-54,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-055,G,55,G-55,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-056,G,56,G-56,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-057,G,57,G-57,4,4,1+1,50 m2,50.0,,available,143400,157740|173514|190865,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-058,G,58,G-58,4,4,1+1,50 m2,50.0,,available,138300,152130|167343|184077,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-059,G,59,G-59,4,4,1+1,50 m2,50.0,,available,140900,154990|170489|187538,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-060,G,60,G-60,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-061,G,61,G-61,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-062,G,62,G-62,4,4,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-063,G,63,G-63,4,4,1+1,50 m2,50.0,,available,137700,151470|166617|183279,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-064,G,64,G-64,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-065,G,65,G-65,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-066,G,66,G-66,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-067,G,67,G-67,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-068,G,68,G-68,5,5,1+1,50 m2,50.0,,available,145300,159830|175813|193394,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-069,G,69,G-69,5,5,1+1,50 m2,50.0,,available,140300,154330|169763|186739,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-070,G,70,G-70,5,5,1+1,50 m2,50.0,,available,142800,157080|172788|190067,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-071,G,71,G-71,5,5,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-072,G,72,G-72,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-073,G,73,G-73,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-074,G,74,G-74,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-075,G,75,G-75,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-076,G,76,G-76,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-077,G,77,G-77,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-078,G,78,G-78,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-079,G,79,G-79,6,6,1+1,50 m2,50.0,,available,147200,161920|178112|195923,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-080,G,80,G-80,6,6,1+1,50 m2,50.0,,available,142200,156420|172062|189268,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-081,G,81,G-81,6,6,1+1,50 m2,50.0,,available,144700,159170|175087|192596,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-082,G,82,G-82,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-083,G,83,G-83,6,6,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-084,G,84,G-84,6,6,1+1,50 m2,50.0,,available,144100,158510|174361|191797,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-085,G,85,G-85,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-086,G,86,G-86,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-087,G,87,G-87,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-088,G,88,G-88,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-089,G,89,G-89,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-090,G,90,G-90,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-091,G,91,G-91,7,7,1+1,50 m2,50.0,,available,144100,158510|174361|191797,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-092,G,92,G-92,7,7,1+1,50 m2,50.0,,available,146600,161260|177386|195125,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-093,G,93,G-93,7,7,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-094,G,94,G-94,8,8,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-095,G,95,G-95,8,8,3+1 DT,118+29 m2,118.0,29.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-096,G,96,G-96,8,8,2+1 DT,88+7 m2,88.0,7.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-097,G,97,G-97,8,8,3+1 DT,124+21 m2,124.0,21.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-098,G,98,G-98,8,8,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-099,G,99,G-99,8,8,2+1 DT,87+10 m2,87.0,10.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-100,G,100,G-100,8,8,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-101,G,101,G-101,8,8,3+1 DT,124+21 m2,124.0,21.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-102,G,102,G-102,8,8,2+1 DT,88+8 m2,88.0,8.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-103,G,103,G-103,8,8,3+1 DT,118+33 m2,118.0,33.0,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,G-104,G,104,G-104,8,8,1+1,50 m2,50.0,,sold,,,6. PRICE LIST 💶\G BLOCK PRICE LIST.pdf,,,client_source,
